mjd,std_flux,std_flux_error
58214.15603794185,2.1932321013784866,5.094605741600228
58221.15603794185,1.9809091452031447,1.574550207483257
58228.15603794185,1.1525145856711518,0.7832295432789713
58235.15603794185,1.373120451749479,0.29963944728830283
58242.15603794185,2.5441493806390154,5.909743014774114
58249.15603794185,1.4198829725175532,0.7675242777317143
58256.15603794185,0.9590326819573594,0.18456591193294858
58263.15603794185,0.9810022902050513,0.23792798851802285
58270.15603794185,0.8513511583880761,0.3642692745232857
58277.15603794185,0.9596661112077791,0.43958028764714285
58284.15603794185,1.2549737260419247,0.5369680384977943
58291.15603794185,0.7547324934069317,0.7387552166888858
58298.15603794185,1.2208761335694196,0.19303746546285713
58305.15603794185,1.2580945867241735,0.2068294830628457
58312.15603794185,1.1264757177446678,0.2458171590995543
58319.15603794185,1.1332165462279935,0.27484538017992
58326.15603794185,0.9115845776653491,0.5466584343794743
58333.15603794185,0.6106444608657756,0.3661908736128457
58340.15603794185,1.0075688656913082,0.54464598384956
58347.15603794185,1.2208163737220938,0.23494621878022856
58354.15603794185,1.2030791981224955,0.2315326987308743
58361.15603794185,1.4917314523995504,0.7380416246872572
58368.15603794185,2.067049521988488,0.46220631582871996
58375.15603794185,2.5449460593543054,0.4646414539956
58382.15603794185,3.6731373112250214,0.4865189501945714
58389.15603794185,1.933116668178258,0.4121418793918171
58396.15603794185,2.0111959538349575,0.43887895397396
58403.15603794185,1.47356039411487,0.20839290677756572
58410.15603794185,1.4612550263793236,0.20461664256700568
58417.15603794185,1.4853319552162099,0.35009607533733145
58424.15603794185,1.5440163371138265,0.4655384465690457
58431.15603794185,1.8487282551779485,1.2563645708567999
58438.15603794185,1.9671479989446248,0.5678666907570286
58445.15603794185,1.8450033631063683,0.49309791518004004
58452.15603794185,2.0316025555537576,0.3839367888386514
58459.15603794185,2.575759374169723,0.4124515582228571
58466.15603794185,1.5978754526871917,0.3665777973893257
58473.15603794185,2.8342194835715717,0.38568843157201144
58480.15603794185,1.5130340656288674,0.3471138312446686
58487.15603794185,2.111439356972439,0.39208443289146283
58494.15603794185,2.3009535690691902,0.5021092471013143
58501.15603794185,1.7233915700203555,0.38536206293941144
58508.15603794185,1.7232343605956146,0.3853269481961143
58515.15603794185,2.505589280509909,0.4175982211656971
58522.15603794185,1.5963590813434125,0.3072194258766857
58529.15603794185,1.8899458287060722,0.3509541333624857
58536.15603794185,1.4590986754086712,0.4046811636038114
58543.15603794185,1.4925745379201634,0.45002820328788573
58550.15603794185,1.9578537359276649,0.4894634081770457
58557.15603794185,1.1861598458539364,0.2965399751279886
58564.15603794185,1.2470956413206764,0.26588169595689143
58571.15603794185,1.0578650044645717,0.26446625847814287
58578.15603794185,1.6843694381710204,0.3970096470088171
58585.15603794185,1.524926639878354,0.45978271197496
58592.15603794185,1.1100769275893296,0.7543895661832913
58599.15603794185,0.8327952883435508,0.49941014293309716
58606.15603794185,1.1731228012372144,0.3253657215776114
58613.15603794185,1.3507282396828486,0.29475308033808
58620.15603794185,1.033270440816786,0.24354416291656572
58627.15603794185,0.704918017622383,0.20349229669826285
58634.15603794185,1.3339878675804056,0.2844071634771028
58641.15603794185,1.7870501585312093,0.3995965412845714
58648.15603794185,1.6818316069435537,0.3964114980025714
58655.15603794185,1.6358559041705707,0.37529109713988573
58662.15603794185,0.9591488368482484,0.24765117730074857
58669.15603794185,0.7238233082126297,0.19344992950410286
58676.15603794185,0.9843272054441119,0.20985926250654854
58683.15603794185,0.916657923843942,0.22916448204953144
58690.15603794185,0.6171627755986573,0.2826947798506286
58697.15603794185,0.6397141601217168,0.4347389594433886
58704.15603794185,1.0809434192556624,0.3120414678101257
58711.15603794185,1.2001218345095164,0.30003045301325715
58718.15603794185,0.7880600725763209,0.2185685302407257
58725.15603794185,0.7670914650672211,0.3795223425675428
58732.15603794185,0.92156197234475,0.6262780002915429
58739.15603794185,0.9971316766356905,0.42664468031329145
58746.15603794185,2.3121571457108545,0.5045540471278857
58753.15603794185,0.9920627856371741,0.7885534276973143
58760.15603794185,0.9703761358069681,0.5245412391756
58767.15603794185,0.7043596079916886,0.32263575937689143
58774.15603794185,1.061760578671032,0.25025936761349715
58781.15603794185,1.022356102436109,0.24795777282514286
58788.15603794185,1.0429352613075535,0.30106946493774855
58795.15603794185,1.2166503429781548,0.5572933207365715
58802.15603794185,1.4639328622295291,1.1636251981256
58809.15603794185,1.0907507561006835,0.6541006984055256
58816.15603794185,1.0999608460426076,0.3316506739257257
58823.15603794185,1.3527412707269164,0.30248215615146856
58830.15603794185,0.597697861420446,0.18021269488895428
58837.15603794185,0.6652460335966479,0.1717657828461657
58844.15603794185,0.9310590109045402,0.23276474812082856
58851.15603794185,0.6734349696215174,0.3084705493255657
58858.15603794185,1.0619726436367356,0.4543882735114286
58865.15603794185,0.7506084159661653,0.40574480453239997
58872.15603794185,1.069384911114257,0.2965940016509143
58879.15603794185,0.8234517296327789,0.22007674154534856
58886.15603794185,0.8770936969966607,0.21272647554358287
58893.15603794185,0.6371292100134325,0.2726097082352743
58900.15603794185,0.5927834531681917,0.3554800030956171
58907.15603794185,0.6934524199707963,0.4158491124859771
58914.15603794185,1.0167529052822415,0.5496104570738001
58921.15603794185,0.5718439793484057,0.3886155256696914
58928.15603794185,0.6981021664662005,0.29869832722905715
58935.15603794185,0.7891736708136419,0.21091553845165142
58942.15603794185,1.0838390334100048,0.2709597646891314
58949.15603794185,0.7610102340321871,0.37651363446642283
58956.15603794185,1.0312138554782762,0.5574273884020572
58963.15603794185,1.322135067573853,0.7928570746575428
58970.15603794185,1.1839807676935252,0.5423287977656571
58977.15603794185,0.659135692528038,0.32611068341568
58984.15603794185,0.6105802876900966,0.26125016991829714
58991.15603794185,0.6905470583739123,0.19934376378005714
58998.15603794185,0.6728000964397574,0.18660116894562284
59005.15603794185,1.1072112864592085,0.2609721979653143
59012.15603794185,2.760417445899822,0.46659572115597714
59019.15603794185,1.7449667401888138,0.41129255948266286
59026.15603794185,1.3177357594852002,0.3294339262437314
59033.15603794185,1.7810509267898023,0.33073285967015426
59040.15603794185,1.480782915966771,0.2749744796023086
59047.15603794185,0.7659188393688674,0.19775939355298286
59054.15603794185,1.396135848122995,0.3202955421158171
59061.15603794185,1.4663804035800636,0.33641073765067997
59068.15603794185,1.3630956592796537,0.36430264164338283
59075.15603794185,0.9851128122138314,0.29702270610489717
59082.15603794185,0.6050981745944186,0.2993753439737143
59089.15603794185,1.2697479168738162,0.27708171372477713
59096.15603794185,1.2991208926208853,0.5950693696087199
59103.15603794185,0.8896998601016961,0.6046250362247029
59110.15603794185,0.8577824256791164,0.42439211883871997
59117.15603794185,1.325585962201283,0.5671809983114857
59124.15603794185,1.1039642580081575,1.0805939971006286
59131.15603794185,1.7629518548234675,0.47116872678341715
59138.15603794185,1.119427253038,0.2890348821937257
59145.15603794185,1.2057290716103226,0.2631116632528
59152.15603794185,1.7852668089724804,0.33151571996561713
59159.15603794185,0.9497770627593853,0.28636857092655427
59166.15603794185,1.5566863311771038,0.6660623927790857
59173.15603794185,0.8452325300745179,0.8273394779488343
59180.15603794185,1.0838036782057192,0.5858550637357886
59187.15603794185,1.2022700653938854,0.3334497146968743
59194.15603794185,1.722882706432384,0.3315689101260114
59201.15603794185,0.8426172618367466,0.21756283550424
59208.15603794185,1.5250437789302058,0.25417396868336
59215.15603794185,1.3128849587445057,0.2799080198959086
59222.15603794185,1.0,0.26726124474492574
59229.15603794185,0.928548039842832,0.45940378981613145
59236.15603794185,1.785126189463063,0.43295667088891426
59243.15603794185,0.9406439784083197,0.27154052484453717
59250.15603794185,0.7961017515682394,0.2127671327490286
59257.15603794185,0.9356917627927182,0.22693858431178285
59264.15603794185,1.2191301801927437,0.28735173380678286
59271.15603794185,1.2128226797591128,0.36567979369102854
59278.15603794185,2.202426727141216,0.5191169288383715
59285.15603794185,0.7277872970596477,0.4945919707367429
59292.15603794185,1.473074517565228,0.39369574148186287
59299.15603794185,2.7182391292242487,0.42451764811657144
59306.15603794185,1.4033189604202112,0.2806637920317714
59313.15603794185,0.9720248336700483,0.25978457565370855
59320.15603794185,0.7430826202340701,0.4016767122134857
59327.15603794185,0.8555454424367074,0.5130529259948285
59334.15603794185,0.9535507479911577,0.6480170597670286
59341.15603794185,1.3600090794731563,0.3926007806489257
59348.15603794185,1.3792081406889376,0.32508246930595996
59355.15603794185,0.7504058958023382,0.20812514593728
59362.15603794185,0.8133294304960124,0.2173714333147714
59369.15603794185,1.4685585547754931,0.2637609052716
59376.15603794185,0.9773170315606503,0.25234217246023427
59383.15603794185,1.0819104010795881,0.28915273441252
59390.15603794185,0.9344792567651486,0.39983746362571426
59397.15603794185,0.7794401204477144,0.3335005580489714
59404.15603794185,0.6547916290197247,0.1974271204505714
59411.15603794185,1.362010069672547,0.2621189508600857
59418.15603794185,1.453425546567391,0.2797118741577543
59425.15603794185,1.3439714284101036,0.31677707729330284
59432.15603794185,1.025000018377341,0.29589201886054284
59439.15603794185,1.6684980113902914,0.3932687097529428
59446.15603794185,2.6688332790356735,0.4872600672616
59453.15603794185,1.606726247588533,0.35061641766210855
59460.15603794185,1.5013480930365413,0.3002696277312
59467.15603794185,2.2638924964320783,1.1200721186223714
59474.15603794185,1.3766174599308179,0.5890159648515829
59481.15603794185,1.5925561509154191,0.39813902353577146
59488.15603794185,1.4043847208313744,0.7591465466016
59495.15603794185,1.9399109209822032,1.1633244821049713
59502.15603794185,1.927480455846904,0.467482652413
59509.15603794185,2.050540092088049,0.38077571296053714
59516.15603794185,2.27859127059459,0.35585619147244
59523.15603794185,2.31386383297186,0.38564399201064
59530.15603794185,1.009261085315718,0.2913485605482057
59537.15603794185,1.8770908668803687,0.5659642281415086
59544.15603794185,2.4382159635583167,0.7038522978066057
59551.15603794185,1.4887009980161254,0.42975094323804
59558.15603794185,1.2128161177541374,0.32413875277796
59565.15603794185,1.4660806493379286,0.29926245999801715
59572.15603794185,1.6084840979536876,0.2843425014187028
59579.15603794185,1.2403274761734808,0.23439986183581715
59586.15603794185,1.751773080356441,0.3252960912761143
59593.15603794185,1.6730671424237993,0.35669912007389143
59600.15603794185,1.5629718321800503,0.41772182805802854
59607.15603794185,1.4129029800312147,0.37761423762569146
59614.15603794185,1.5400332841105735,0.33606282332062853
59621.15603794185,1.6256159138429793,0.30721252276504574
59628.15603794185,2.213367950271729,0.38529790020192567
59635.15603794185,1.5271479658221048,0.3599522083134857
59642.15603794185,1.9458399346958035,0.47193553391148574
59649.15603794185,1.6591760474678658,0.4601726191939029
59656.15603794185,2.1215456283033807,0.5477807205494457
59663.15603794185,2.1592204763830307,0.4502286057368343
59670.15603794185,1.9824526398894593,0.3560590031448
59677.15603794185,1.980716159426303,0.33480215035926286
59684.15603794185,2.1551096839093407,0.39346737706171425
59691.15603794185,1.9231873538961377,0.4412094719262743
59698.15603794185,2.325567673633239,0.5813919211925143
59705.15603794185,1.7431322691106381,0.48345790077861145
59712.15603794185,1.6195495158087565,0.4048873831414115
59719.15603794185,1.6432609381244911,0.3426436108274343
59726.15603794185,1.2171829455652035,0.2595042693754514
59733.15603794185,1.9891516515643022,0.3315252819611257
59740.15603794185,1.6391135890095936,0.27318558752874283
59747.15603794185,1.4567541657723797,0.31058105400002284
59754.15603794185,2.115713958962791,0.39287822831494856
59761.15603794185,1.926557549730012,0.4204093604640572
59768.15603794185,1.5163807204173978,0.3309014054447714
59775.15603794185,1.1252271053654546,0.2516084328597143
59782.15603794185,1.6335922988942169,0.28878105240694857
59789.15603794185,3.0235641344668465,0.4233836903202286
59796.15603794185,2.1369993922617065,0.3968308401894114
59803.15603794185,2.6116468698611346,0.49355484374870284
59810.15603794185,1.5116168757726218,0.3779042307296857
59817.15603794185,1.491684125040119,0.37292104545418286
59824.15603794185,1.4329189613618465,0.3287341654314286
59831.15603794185,2.9445274478164265,0.43894422770047997
59838.15603794185,1.26456894184076,1.6808096926105713
59845.15603794185,1.3349822945014589,0.34469096388925713
59852.15603794185,1.086730574497404,0.4649815165042743
59859.15603794185,0.31404071259168514,0.7294775220258857
59866.15603794185,1.420793858869987,0.8520207359796572
59873.15603794185,1.48552738126436,0.38356151172249714
59880.15603794185,1.240076531743303,0.2844930716404057
59887.15603794185,1.8623325058839229,0.3193873772369143
59894.15603794185,2.1979741728634687,0.3885506014678114
59901.15603794185,2.258864588259527,0.4194606007948229
59908.15603794185,2.7850839151610236,0.6389420769122057
59915.15603794185,2.304338984815162,0.5588842819997143
59922.15603794185,1.0280042619846201,0.4708829654241714
59929.15603794185,1.0405727213362983,0.28860294463682284
59936.15603794185,1.8411137600093297,0.3254659852172
59943.15603794185,1.5524901115010588,0.2662498452669943
59950.15603794185,1.7823782737569491,0.29302119822990286
59957.15603794185,3.809429258612398,0.4725015141678286
59964.15603794185,3.588182733621237,0.5409389380007429
59971.15603794185,3.2254169091924436,0.5375695204711428
59978.15603794185,2.1214239562152457,0.43303385341924
59985.15603794185,1.7603817318063213,0.34523926818523426
59992.15603794185,2.9037401930105737,0.4066049597053943
59999.15603794185,2.424914671221679,0.40988538576504574
60006.15603794185,2.1668166527471167,0.46196687896729716
60013.15603794185,2.5268825126651993,0.5268914678210057
60020.15603794185,4.009946634153999,0.7202076542182171
60027.15603794185,3.4244936709735665,0.7301045442640001
60034.15603794185,2.652630155044144,0.4617636179061143
60041.15603794185,2.1089033961619914,0.35148390036952
60048.15603794185,1.8899846512899356,0.32900409831769145
60055.15603794185,2.719161372722482,0.4596221553349714
60062.15603794185,1.235380860780316,0.35662373509885714
60069.15603794185,2.0349056438562783,0.5874266513474572
60076.15603794185,1.1067799560158125,0.5069665660573486
60083.15603794185,2.219603921028059,0.4530747599143085
60090.15603794185,1.8053267879088593,0.3411746960787657
60097.15603794185,1.235091319365373,0.2575343485044114
60104.15603794185,1.7420369906261923,0.29033950787857143
60111.15603794185,1.2688735479005238,0.25377472416332
60118.15603794185,1.0254787215684928,0.2647774727209943
60125.15603794185,1.3778860851117838,0.33418646270590285
60132.15603794185,1.1856972024105075,0.31689092246176
60139.15603794185,1.333598498888003,0.29820169016468573
60146.15603794185,1.6601151137469774,0.31948928863552
60153.15603794185,1.8868403679004162,0.3060859174691657
60160.15603794185,1.5442822730102241,0.32200511706214857
60167.15603794185,2.8137817277494395,0.48255958500474283
60174.15603794185,1.9104470234519848,0.42718896507590853
60181.15603794185,1.8835395657475051,0.4211722354399257
60188.15603794185,2.2979515299198696,0.4422409690710057
60195.15603794185,2.651336689394417,0.4245536366714686
60202.15603794185,1.644693392866855,0.3677646332704914
60209.15603794185,2.779370597415688,0.6376313470291828
60216.15603794185,3.2880487931640245,0.5405519018770572
60223.15603794185,3.9536685783804613,0.7471730807374857
60230.15603794185,2.4254085468463913,1.6482668265126856
60237.15603794185,3.520026636582525,0.768132825096
60244.15603794185,2.169598888559158,0.42549332118308575
60251.15603794185,1.6633115350665502,0.31433633424916
60258.15603794185,2.081115920087404,0.3421333547851257
60265.15603794185,1.6276941935996183,0.3393977128090057
60272.15603794185,1.733818567389883,0.4086649580693715
60279.15603794185,1.7032553364125254,0.7801853833929371
60286.15603794185,1.8286949527852217,0.5071887139321143
60293.15603794185,1.378432279205781,0.36840154206270853
60300.15603794185,1.329668240461079,0.3050468306465371
60307.15603794185,1.4717551916188518,0.28323940165486283
60314.15603794185,1.0562521818123471,0.2112504454718857
60321.15603794185,1.144058427537312,0.24391407233289142
60328.15603794185,0.6409213367329771,0.27423226402926854
60335.15603794185,1.3370939719958275,0.38598580214251427
60342.15603794185,1.3854584994717438,0.3842570283070286
60349.15603794185,0.9323603008780006,0.28111721287101143
60356.15603794185,1.069680152769223,0.25212601643644
60363.15603794185,0.9110891401618109,0.24349881209452573
60370.15603794185,0.8431022488380262,0.38618757772397716
60377.15603794185,1.1194321786528754,0.47897363696066286
60384.15603794185,0.9799277177768483,0.48482413018125714
60391.15603794185,1.3426478208276198,0.3875890342171257
60398.15603794185,1.8790468492203078,0.4557358158288572
60405.15603794185,1.5787310865068735,0.32918819793878856
60412.15603794185,1.113508437096126,0.2489880591166571
60419.15603794185,1.1354768635734502,0.2676344621623086
60426.15603794185,1.2659642961662276,0.33834320945314855
60433.15603794185,1.2540624911509124,0.37811408282693715
60440.15603794185,1.1527776950395048,0.5280361110849142
60447.15603794185,1.1282002417925514,0.34016518153728575
60454.15603794185,1.021655881583156,0.2833563550960114
60461.15603794185,1.5533862382828172,0.2989493233696457
60468.15603794185,1.722881483681025,0.3094386576802286
60475.15603794185,2.0475436497330857,0.292506248571
60482.15603794185,1.5137964041284282,0.30275929174191996
60489.15603794185,1.5011084985782217,0.32003741816917713
60496.15603794185,1.7611722578293951,0.40404062225194287
60503.15603794185,1.6119327870509437,0.36043912110305143
60510.15603794185,1.1799164073945734,0.26383732633753143
60517.15603794185,2.1673100109377677,0.33442319075136573
60524.15603794185,1.6533428453209884,0.3124524338886286
60531.15603794185,0.8414236081474117,0.25369877745225716
60538.15603794185,1.490553084231183,0.3726382800204229
60545.15603794185,1.0415807092424838,0.31404840084393715
60552.15603794185,0.9944217255187934,0.4254851448031143
60559.15603794185,1.554968344410986,0.3393219158942171
60566.15603794185,1.332389453650116,0.27782241885205144
60573.15603794185,1.8755179780596285,0.9279219339411772
60580.15603794185,1.0294474577514732,0.28551734111490285
60587.15603794185,0.7217264087634957,0.3901325125393828
60594.15603794185,0.9676019826548851,0.9471184013890286
60601.15603794185,0.5716788035252526,0.7598503893623771
60608.15603794185,0.843912953958515,0.4175301512420571
